symbol,event_date,t0_date,category,reason,p0,ret_T1,bench_T1,car_T1,ret_T5,bench_T5,car_T5,ret_T21,bench_T21,car_T21,ret_T63,bench_T63,car_T63
VRSN,2000-06-09,2000-06-09,addition,Annual Re-ranking,164.97,-11.7658,-2.7389,-9.0269,-16.0453,0.6563,-16.7017,-15.3058,-0.3913,-14.9145,-12.3113,1.401,-13.7123
JNPR,2000-09-07,2000-09-07,addition,Annual Re-ranking,164.4,-8.0292,-3.4375,-4.5917,-7.4453,-4.9639,-2.4813,-11.691,-15.5288,3.8378,-34.708,-30.7933,-3.9148
BIIB,2000-12-18,2000-12-18,addition,Annual Re-ranking,75.083336,-11.0433,-7.6199,-3.4234,-10.1554,-4.8893,-5.2661,-24.23,3.5978,-27.8278,-43.9789,-36.9557,-7.0232
DLTR,2000-12-18,2000-12-18,removal,Annual Re-ranking,12.125,-43.8144,-7.6199,-36.1945,-31.0997,-4.8893,-26.2104,-28.866,3.5978,-32.4638,-56.5292,-36.9557,-19.5735
FLEX,2000-12-18,2000-12-18,addition,Annual Re-ranking,28.88,-2.8393,-7.6199,4.7806,-9.5222,-4.8893,-4.6329,31.5789,3.5978,27.9812,-39.8199,-36.9557,-2.8642
SNPS,2000-12-18,2000-12-18,removal,Annual Re-ranking,22.375,-2.514,-7.6199,5.106,5.1676,-4.8893,10.0569,18.8547,3.5978,15.257,1.8156,-36.9557,38.7714
MLKN,2000-12-18,2000-12-18,removal,Annual Re-ranking,15.22,-0.8541,-7.6199,6.7658,20.0394,-4.8893,24.9287,16.5572,3.5978,12.9594,6.1104,-36.9557,43.0661
CHKP,2000-12-18,2000-12-18,addition,Annual Re-ranking,98.541664,-12.5159,-7.6199,-4.8959,-4.8203,-4.8893,0.069,1.3531,3.5978,-2.2447,-45.8985,-36.9557,-8.9428
NVDA,2001-05-31,2001-05-31,addition,Annual Re-ranking,0.32708,5.5369,2.9567,2.5802,16.0236,8.8701,7.1535,8.3405,2.1647,6.1757,-1.5531,-16.0243,14.4712
GILD,2001-10-05,2001-10-05,addition,Annual Re-ranking,2.49,0.0,0.3347,-0.3347,9.2369,8.8137,0.4233,14.8594,15.7679,-0.9085,8.0321,29.788,-21.7559
XOXO,2001-12-17,2001-12-17,removal,Annual Re-ranking,0.55,-9.0909,1.1288,-10.2197,-9.0909,-3.6179,-5.473,None,None,None,None,None,None
ESRX,2001-12-24,2001-12-24,addition,Annual Re-ranking,4.952641,0.169,0.9309,-0.7619,-2.0495,2.012,-4.0615,-3.4651,-1.2613,-2.2038,23.102,-9.4595,32.5615
STCN,2001-12-24,2001-12-24,removal,Annual Re-ranking,144.35,0.6373,0.9309,-0.2936,-1.2678,2.012,-3.2798,11.4721,-1.2613,12.7334,-12.7329,-9.4595,-3.2735
SNPS,2001-12-24,2001-12-24,addition,Annual Re-ranking,29.004999,1.1722,0.9309,0.2413,1.4653,2.012,-0.5467,-7.1367,-1.2613,-5.8754,-8.0848,-9.4595,1.3746
PTC,2001-12-24,2001-12-24,removal,Annual Re-ranking,18.25,-0.274,0.9309,-1.2049,6.9589,2.012,4.9469,-5.2055,-1.2613,-3.9442,-16.6027,-9.4595,-7.1433
DLTR,2002-06-03,2002-06-03,addition,Annual Re-ranking,13.086667,-0.6623,1.304,-1.9662,0.8406,-2.5265,3.367,-7.1065,-17.3594,10.2529,-37.3153,-18.9487,-18.3667
TEVA,2002-11-07,2002-11-07,addition,Annual Re-ranking,14.117177,0.0135,-1.8493,1.8628,1.1672,2.1729,-1.0057,4.7774,-1.2483,6.0257,-1.4838,-5.9639,4.4801
CMCSA,2002-11-19,2002-11-19,addition,Annual Re-ranking,5.73,-4.1885,4.2357,-8.4242,-3.4904,5.4788,-8.9692,-4.712,-2.302,-2.41,7.1553,-1.8877,9.043
PDCO,2002-12-16,2002-12-16,addition,Annual Re-ranking,13.79,0.5076,0.3198,0.1878,6.0189,-0.6852,6.7041,2.9007,2.2841,0.6165,7.3241,3.2892,4.035
EXPD,2002-12-23,2002-12-23,addition,Annual Re-ranking,13.32,-1.3514,-1.242,-0.1094,-4.5045,-5.0598,0.5553,-12.5375,-3.3119,-9.2257,8.7838,3.4499,5.3339
PTEN,2002-12-23,2002-12-23,addition,Annual Re-ranking,11.36,-0.8803,-1.242,0.3617,-7.4824,-5.0598,-2.4226,-11.6197,-3.3119,-8.3079,-2.2007,3.4499,-5.6506
ROST,2002-12-23,2002-12-23,addition,Annual Re-ranking,4.16,-0.4808,-1.242,0.7612,2.1635,-5.0598,7.2233,0.7212,-3.3119,4.033,-9.1346,3.4499,-12.5845
HSIC,2002-12-23,2002-12-23,addition,Annual Re-ranking,8.986275,-0.1527,-1.242,1.0892,-1.8111,-5.0598,3.2487,-11.8263,-3.3119,-8.5145,-1.8983,3.4499,-5.3482
RYAAY,2002-12-23,2002-12-23,addition,Annual Re-ranking,6.6,0.4545,-1.242,1.6965,-1.6667,-5.0598,3.3931,-9.697,-3.3119,-6.3851,8.3333,3.4499,4.8835
XRAY,2002-12-23,2002-12-23,addition,Annual Re-ranking,15.73,-0.3814,-1.242,0.8605,-3.2422,-5.0598,1.8176,-11.1888,-3.3119,-7.8769,-7.6923,3.4499,-11.1422
LAMR,2002-12-23,2002-12-23,addition,Annual Re-ranking,18.8,-0.3191,-1.242,0.9228,-2.3404,-5.0598,2.7194,0.8511,-3.3119,4.1629,-12.5,3.4499,-15.9499
CHRW,2002-12-23,2002-12-23,addition,Annual Re-ranking,10.12,-1.2846,-1.242,-0.0426,-2.2727,-5.0598,2.7871,-11.6601,-3.3119,-8.3482,7.2134,3.4499,3.7636
FAST,2002-12-23,2002-12-23,addition,Annual Re-ranking,1.53,-1.3072,-1.242,-0.0652,-3.9216,-5.0598,1.1382,-13.7255,-3.3119,-10.4136,-23.5294,3.4499,-26.9793
GNTX,2002-12-23,2002-12-23,addition,Annual Re-ranking,5.18,-0.9653,-1.242,0.2767,-2.8958,-5.0598,2.164,-9.0734,-3.3119,-5.7615,-18.7259,3.4499,-22.1757
LRCX,2003-12-22,2003-12-22,addition,Annual Re-ranking,2.69,1.8587,0.7636,1.0951,4.461,2.822,1.6389,-7.4349,6.9057,-14.3407,-23.4201,-3.1873,-20.2328
GRMN,2003-12-22,2003-12-22,addition,Annual Re-ranking,14.38,1.669,0.7636,0.9054,0.904,2.822,-1.918,1.1127,6.9057,-5.7931,-21.7663,-3.1873,-18.5791
CIEN,2003-12-22,2003-12-22,removal,Annual Re-ranking,42.279999,0.9934,0.7636,0.2298,0.9934,2.822,-1.8287,21.6887,6.9057,14.783,-21.3576,-3.1873,-18.1704
ERIC,2003-12-22,2003-12-22,removal,Annual Re-ranking,4.57,2.407,0.7636,1.6434,5.2516,2.822,2.4296,31.0722,6.9057,24.1665,53.3917,-3.1873,56.5789
BB,2003-12-22,2003-12-22,addition,Annual Re-ranking,7.68,51.0417,0.7636,50.2781,46.7448,2.822,43.9227,84.7656,6.9057,77.8599,86.7188,-3.1873,89.906
LVLT,2003-12-22,2003-12-22,addition,Annual Re-ranking,5.45,1.8349,0.7636,1.0713,3.3028,2.822,0.4807,18.8991,6.9057,11.9934,-30.4587,-3.1873,-27.2715
MRVL,2003-12-22,2003-12-22,addition,Annual Re-ranking,7.81,2.0487,0.7636,1.285,2.5608,2.822,-0.2612,14.3406,6.9057,7.4349,8.9629,-3.1873,12.1501
PRDO,2003-12-22,2003-12-22,addition,Annual Re-ranking,34.96,2.7174,0.7636,1.9538,8.381,2.822,5.559,37.9291,6.9057,31.0234,37.2998,-3.1873,40.487
BRCD,2003-12-22,2003-12-22,removal,Annual Re-ranking,5.73,-0.8726,0.7636,-1.6362,0.349,2.822,-2.473,15.3578,6.9057,8.4521,20.4188,-3.1873,23.6061
RYAAY,2004-12-20,2004-12-20,removal,Annual Re-ranking,6.63,1.0558,1.253,-0.1972,1.81,1.969,-0.159,4.8265,-4.7136,9.5401,7.994,-7.8162,15.8102
ADSK,2004-12-20,2004-12-20,addition,Annual Re-ranking,35.972317,6.1241,1.253,4.8712,7.1661,1.969,5.1971,-12.1444,-4.7136,-7.4308,-19.6326,-7.8162,-11.8164
GNTX,2004-12-20,2004-12-20,removal,Annual Re-ranking,5.56,-0.3597,1.253,-1.6127,7.1942,1.969,5.2253,-2.8777,-4.7136,1.8359,-4.8561,-7.8162,2.9601
WYNN,2004-12-20,2004-12-20,addition,Annual Re-ranking,36.82,-2.6073,1.253,-3.8603,-0.3531,1.969,-2.322,-5.459,-4.7136,-0.7454,1.8197,-7.8162,9.6359
PTEN,2004-12-20,2004-12-20,removal,Annual Re-ranking,13.71,1.8235,1.253,0.5705,-1.0212,1.969,-2.9901,-3.4282,-4.7136,1.2854,32.3851,-7.8162,40.2013
ERIC,2004-12-20,2004-12-20,addition,Annual Re-ranking,8.73,0.2291,1.253,-1.0239,0.2291,1.969,-1.7399,-9.622,-4.7136,-4.9084,-11.2257,-7.8162,-3.4094
LBTYA,2004-12-20,2004-12-20,addition,Annual Re-ranking,5.09,0.0,1.253,-1.253,0.5894,1.969,-1.3796,-4.5187,-4.7136,0.1949,-1.1788,-7.8162,6.6374
SIRI,2004-12-20,2004-12-20,addition,Annual Re-ranking,64.34,-1.3833,1.253,-2.6363,-2.0205,1.969,-3.9895,-30.4942,-4.7136,-25.7806,-33.7582,-7.8162,-25.9419
NVDA,2004-12-20,2004-12-20,removal,Annual Re-ranking,0.17429,0.7459,1.253,-0.5071,-0.2639,1.969,-2.2329,-6.1794,-4.7136,-1.4658,7.631,-7.8162,15.4472
HSIC,2004-12-20,2004-12-20,removal,Annual Re-ranking,13.537255,-0.4925,1.253,-1.7455,-1.0718,1.969,-3.0408,1.2457,-4.7136,5.9593,2.4912,-7.8162,10.3075
CTSH,2004-12-29,2004-12-29,addition,Annual Re-ranking,9.36,0.5342,-0.0876,0.6218,-2.8846,-3.7102,0.8256,-12.8205,-7.7417,-5.0788,9.4017,-8.6182,18.0199
CELG,2005-07-01,2005-07-01,addition,Annual Re-ranking,20.895,-1.3879,1.0496,-2.4375,2.1776,3.785,-1.6074,16.6068,9.1285,7.4783,29.9832,7.4427,22.5405
DISCA,2005-12-19,2005-12-19,addition,Annual Re-ranking,8.14,-0.86,0.0854,-0.9454,-1.9656,0.2848,-2.2504,-1.9656,0.826,-2.7916,-7.9853,0.7975,-8.7828
GOOGL,2005-12-19,2005-12-19,addition,Annual Re-ranking,10.55,1.2322,0.0854,1.1468,0.0,0.2848,-0.2848,-5.8768,0.826,-6.7028,-19.8104,0.7975,-20.6079
ATVI,2005-12-19,2005-12-19,addition,Annual Re-ranking,5.80209,-1.5117,0.0854,-1.5972,0.4535,0.2848,0.1687,5.9713,0.826,5.1453,6.9539,0.7975,6.1564
PRDO,2005-12-19,2005-12-19,removal,Annual Re-ranking,30.78,0.2599,0.0854,0.1745,0.8772,0.2848,0.5924,-5.7505,0.826,-6.5765,12.7355,0.7975,11.938
NVDA,2005-12-19,2005-12-19,addition,Annual Re-ranking,0.27691,-0.0542,0.0854,-0.1396,4.2216,0.2848,3.9368,20.8913,0.826,20.0653,36.12,0.7975,35.3225
QLGC,2005-12-19,2005-12-19,removal,Annual Re-ranking,15.985,1.2825,0.0854,1.197,1.9706,0.2848,1.6858,18.9553,0.826,18.1293,23.0529,0.7975,22.2554
SNPS,2005-12-19,2005-12-19,removal,Annual Re-ranking,20.41,-0.343,0.0854,-0.4284,0.196,0.2848,-0.0888,0.6369,0.826,-0.189,7.3493,0.7975,6.5518
PTEN,2005-12-19,2005-12-19,addition,Annual Re-ranking,23.65,2.2833,0.0854,2.1979,-2.1987,0.2848,-2.4836,11.5011,0.826,10.6751,-19.4926,0.7975,-20.2901
SANM,2005-12-19,2005-12-19,removal,Annual Re-ranking,25.5,-1.4118,0.0854,-1.4972,2.3529,0.2848,2.0681,6.1176,0.826,5.2917,-1.4118,0.7975,-2.2093
CDNS,2005-12-19,2005-12-19,addition,Annual Re-ranking,17.549999,-1.4245,0.0854,-1.5099,-1.5385,0.2848,-1.8233,-4.1595,0.826,-4.9855,2.3932,0.7975,1.5957
DLTR,2005-12-19,2005-12-19,removal,Annual Re-ranking,7.77,0.5148,0.0854,0.4294,1.2008,0.2848,0.916,4.2896,0.826,3.4636,14.3715,0.7975,13.574
EXPE,2005-12-19,2005-12-19,addition,Annual Re-ranking,10.44,-2.5862,0.0854,-2.6717,-6.705,0.2848,-6.9898,-0.2874,0.826,-1.1133,-27.2031,0.7975,-28.0006
LVLT,2005-12-19,2005-12-19,removal,Annual Re-ranking,2.9,-0.6897,0.0854,-0.7751,-2.069,0.2848,-2.3538,17.5862,0.826,16.7602,18.6207,0.7975,17.8232
URBN,2005-12-19,2005-12-19,addition,Annual Re-ranking,26.54,0.0754,0.0854,-0.0101,-2.5245,0.2848,-2.8093,0.1507,0.826,-0.6753,-9.6081,0.7975,-10.4056
ISRG,2006-02-01,2006-02-01,addition,Annual Re-ranking,14.41,-1.8737,-1.7141,-0.1596,-24.4969,-2.4882,-22.0086,-30.3262,-1.6588,-28.6673,-4.9271,-1.4929,-3.4342
AKAM,2006-04-20,2006-04-20,addition,Annual Re-ranking,33.009998,2.5144,-1.1784,3.6928,3.4535,-0.5481,4.0016,3.4232,-7.3993,10.8225,-5.1802,-15.0452,9.865
QRTEA,2006-10-24,2006-10-24,addition,Annual Re-ranking,10.326112,2.278,0.7178,1.5602,2.6034,1.0768,1.5267,6.7875,6.1844,0.6031,12.9242,3.5616,9.3627
AEO,2006-12-12,2006-12-12,addition,Annual Re-ranking,15.3,1.1111,0.1859,0.9252,1.5686,0.239,1.3296,10.8497,3.505,7.3446,-3.5294,-2.0446,-1.4848
VRTX,2006-12-18,2006-12-18,addition,Annual Re-ranking,38.56,-1.4782,-0.3169,-1.1613,-3.5788,-2.0069,-1.572,-6.7687,-0.6866,-6.0821,-27.1525,0.6602,-27.8126
URBN,2006-12-18,2006-12-18,removal,Annual Re-ranking,23.379999,0.3849,-0.3169,0.7018,0.0,-2.0069,2.0069,6.0308,-0.6866,6.7174,7.0573,0.6602,6.3972
INFY,2006-12-18,2006-12-18,addition,Annual Re-ranking,4.4,-0.4545,-0.3169,-0.1377,1.1364,-2.0069,3.1432,5.6818,-0.6866,6.3684,-0.4545,0.6602,-1.1147
LVLT,2006-12-18,2006-12-18,addition,Annual Re-ranking,5.92,-2.8716,-0.3169,-2.5547,-5.5743,-2.0069,-3.5675,0.1689,-0.6866,0.8555,4.223,0.6602,3.5628
LOGI,2007-02-01,2007-02-01,addition,Annual Re-ranking,20.93,-0.5733,0.3167,-0.89,-1.3378,0.9765,-2.3143,-12.0879,-4.2491,-7.8388,-9.9857,5.9119,-15.8975
RYAAY,2007-02-14,2007-02-14,addition,Annual Re-ranking,16.14,0.8055,0.5991,0.2063,1.1152,1.8494,-0.7342,-11.0905,-3.9073,-7.1832,-12.9492,4.4543,-17.4035
UAL,2007-03-08,2007-03-08,addition,Annual Re-ranking,33.12,0.6039,-0.1081,0.712,1.7814,-0.1892,1.9706,10.7186,3.5145,7.2041,-8.122,7.894,-16.016
AEO,2007-03-08,2007-03-08,removal,Annual Re-ranking,14.94,0.0669,-0.1081,0.1751,-0.8701,-0.1892,-0.6809,-1.8072,3.5145,-5.3217,-12.9853,7.894,-20.8793
HSIC,2007-10-02,2007-10-02,addition,Annual Re-ranking,24.607843,0.1434,-0.691,0.8345,0.7171,2.6304,-1.9133,-4.5418,5.7958,-10.3376,-5.5458,-2.8979,-2.6479
BIDU,2007-12-04,2007-12-04,addition,Annual Re-ranking,38.771999,1.1477,1.7849,-0.6372,-2.409,1.2815,-3.6904,-6.8916,-4.3707,-2.5209,-37.4755,-16.6819,-20.7936
MNST,2007-12-24,2007-12-24,addition,Annual Re-ranking,4.02,-1.7413,0.51,-2.2513,-10.4478,-3.4146,-7.0331,-14.9254,-15.7871,0.8618,-25.3731,-16.2528,-9.1204
PTEN,2007-12-24,2007-12-24,removal,Annual Re-ranking,14.45,-0.4152,0.51,-0.9252,4.0138,-3.4146,7.4285,-3.9446,-15.7871,11.8425,27.8201,-16.2528,44.0728
ERIC,2007-12-24,2007-12-24,removal,Annual Re-ranking,6.73,0.7429,0.51,0.233,-2.3774,-3.4146,1.0372,-6.2407,-15.7871,9.5464,-19.7623,-16.2528,-3.5095
HOLX,2007-12-24,2007-12-24,addition,Annual Re-ranking,35.525,0.3237,0.51,-0.1863,-4.9824,-3.4146,-1.5678,-12.639,-15.7871,3.1482,-19.3807,-16.2528,-3.1279
ROST,2007-12-24,2007-12-24,removal,Annual Re-ranking,5.42,-2.0295,0.51,-2.5395,-3.8745,-3.4146,-0.4599,1.6605,-15.7871,17.4477,15.4982,-16.2528,31.7509
STLD,2007-12-24,2007-12-24,addition,Annual Re-ranking,19.67,2.4911,0.51,1.9811,-1.3726,-3.4146,2.042,-12.5064,-15.7871,3.2808,11.7946,-16.2528,28.0474
SRCL,2007-12-24,2007-12-24,addition,Annual Re-ranking,61.599998,0.4383,0.51,-0.0717,-6.1039,-3.4146,-2.6893,-9.1071,-15.7871,6.68,-17.9708,-16.2528,-1.718
UAL,2008-07-21,2008-07-21,removal,Annual Re-ranking,4.99,68.5371,0.0,68.5371,40.481,-0.8006,41.2816,171.9439,4.9845,166.9594,146.0922,-27.8151,173.9073
STX,2008-11-10,2008-11-10,addition,Annual Re-ranking,3.29,-11.5502,-2.1788,-9.3713,-23.1003,-7.7761,-15.3242,-11.5502,-2.7799,-8.7703,-31.9149,-1.6905,-30.2244
URBN,2008-12-22,2008-12-22,addition,Annual Re-ranking,14.29,1.1197,-0.5136,1.6333,2.1693,0.9482,1.2211,11.5465,-1.0668,12.6133,12.1064,4.5041,7.6022
SIRI,2008-12-22,2008-12-22,removal,Annual Re-ranking,0.96866,0.0,-0.5136,0.5136,0.8341,0.9482,-0.1141,-9.9994,-1.0668,-8.9326,200.415,4.5041,195.9109
ADP,2008-12-22,2008-12-22,addition,Annual Re-ranking,22.05,0.0,-0.5136,0.5136,3.5828,0.9482,2.6345,-1.8141,-1.0668,-0.7473,-4.8073,4.5041,-9.3114
FSLR,2008-12-22,2008-12-22,addition,Annual Re-ranking,133.01,3.2779,-0.5136,3.7916,1.9848,0.9482,1.0366,3.3832,-1.0668,4.45,0.7293,4.5041,-3.7749
CDNS,2008-12-22,2008-12-22,removal,Annual Re-ranking,3.29,-2.1277,-0.5136,-1.614,3.3435,0.9482,2.3952,17.3252,-1.0668,18.392,26.4438,4.5041,21.9396
ILMN,2008-12-22,2008-12-22,addition,Annual Re-ranking,24.11,1.3687,-0.5136,1.8824,0.7881,0.9482,-0.1602,11.8623,-1.0668,12.9291,53.4218,4.5041,48.9177
LVLT,2008-12-22,2008-12-22,removal,Annual Re-ranking,0.6995,-4.2173,-0.5136,-3.7037,-9.9357,0.9482,-10.8839,50.1072,-1.0668,51.174,0.0715,4.5041,-4.4327
MXIM,2008-12-22,2008-12-22,addition,Annual Re-ranking,11.81,-3.7257,-0.5136,-3.212,-3.3023,0.9482,-4.2505,9.5682,-1.0668,10.6349,14.1406,4.5041,9.6364
ORLY,2008-12-22,2008-12-22,addition,Annual Re-ranking,1.98,-1.0101,-0.5136,-0.4965,1.5152,0.9482,0.5669,-2.5253,-1.0668,-1.4585,14.6465,4.5041,10.1423
ROST,2008-12-22,2008-12-22,addition,Annual Re-ranking,6.11,-1.473,-0.5136,-0.9594,1.8003,0.9482,0.8521,7.6923,-1.0668,8.7591,20.7856,4.5041,16.2814
LAMR,2008-12-22,2008-12-22,removal,Annual Re-ranking,7.56,-1.0582,-0.5136,-0.5446,-6.6138,0.9482,-7.562,-20.1058,-1.0668,-19.039,-26.9841,4.5041,-31.4883
JBHT,2008-12-22,2008-12-22,addition,Annual Re-ranking,20.8,-0.7692,-0.5136,-0.2556,2.4038,0.9482,1.4556,-18.2212,-1.0668,-17.1544,-5.625,4.5041,-10.1291
DISCA,2008-12-22,2008-12-22,removal,Annual Re-ranking,7.12,-0.2809,-0.5136,0.2327,1.1236,0.9482,0.1754,7.5843,-1.0668,8.651,18.8202,4.5041,14.3161
