rebalance_date,exit_date,portfolio_return,spy_return,stocks_held,holdings
2017-10-01,2018-01-01,0.302807,0.070654,24,DHUNINV.NS,DVL.NS,IWEL.NS,BCG.NS,MAWANASUG.NS,SUVEN.NS,AJMERA.NS,UTIAMC.NS,KIRIINDUS.NS,VHL.NS,JSWINFRA.NS,GARFIBRES.NS,BORORENEW.NS,GATECH.NS,SCAPDVR.NS,MANAKSIA.NS,STARPAPER.NS,BFINVEST.NS,OCCL.NS,SANGHVIMOV.NS,GAEL.NS,VLSFINANCE.NS,ALEMBICLTD.NS,NBIFIN.NS,SRIPIPES.NS,BSOFT.NS,KITEX.NS,POLYPLEX.NS,MAZDOCK.NS,POWERMECH.NS
2018-01-01,2018-04-01,-0.133015,-0.038208,24,DHUNINV.NS,DVL.NS,IWEL.NS,BCG.NS,MAWANASUG.NS,SUVEN.NS,AJMERA.NS,UTIAMC.NS,KIRIINDUS.NS,VHL.NS,JSWINFRA.NS,GARFIBRES.NS,BORORENEW.NS,GATECH.NS,SCAPDVR.NS,MANAKSIA.NS,STARPAPER.NS,BFINVEST.NS,OCCL.NS,SANGHVIMOV.NS,GAEL.NS,VLSFINANCE.NS,ALEMBICLTD.NS,NBIFIN.NS,SRIPIPES.NS,BSOFT.NS,KITEX.NS,POLYPLEX.NS,MAZDOCK.NS,POWERMECH.NS
2018-04-01,2018-07-01,-0.124682,0.060615,24,DHUNINV.NS,DVL.NS,IWEL.NS,BCG.NS,MAWANASUG.NS,SUVEN.NS,AJMERA.NS,UTIAMC.NS,KIRIINDUS.NS,VHL.NS,JSWINFRA.NS,GARFIBRES.NS,BORORENEW.NS,GATECH.NS,SCAPDVR.NS,MANAKSIA.NS,STARPAPER.NS,BFINVEST.NS,OCCL.NS,SANGHVIMOV.NS,GAEL.NS,VLSFINANCE.NS,ALEMBICLTD.NS,NBIFIN.NS,SRIPIPES.NS,BSOFT.NS,KITEX.NS,POLYPLEX.NS,MAZDOCK.NS,POWERMECH.NS
2018-07-01,2018-10-01,-0.072973,0.07796,23,BCG.NS,THOMASCOOK.NS,UNICHEMLAB.NS,SUVEN.NS,BSE.NS,ASHIMASYN.NS,SILINV.NS,TATACHEM.NS,JSWINFRA.NS,KIRIINDUS.NS,VIYASH.NS,SEQUENT.NS,FIBERWEB.NS,GARFIBRES.NS,MAHAPEXLTD.NS,SHRIRAMPPS.NS,IBREALEST.NS,HINDPETRO.NS,DWARKESH.NS,OCCL.NS,GALLANTT.NS,CREST.NS,SHARDAMOTR.NS,UCALFUEL.NS,KUANTUM.NS,SRIPIPES.NS,HTMEDIA.NS,PRAKASH.NS,STARPAPER.NS,ANTELOPUS.NS
2018-10-01,2019-01-01,-0.005571,-0.137418,23,BCG.NS,THOMASCOOK.NS,UNICHEMLAB.NS,SUVEN.NS,BSE.NS,ASHIMASYN.NS,SILINV.NS,TATACHEM.NS,JSWINFRA.NS,KIRIINDUS.NS,VIYASH.NS,SEQUENT.NS,FIBERWEB.NS,GARFIBRES.NS,MAHAPEXLTD.NS,SHRIRAMPPS.NS,IBREALEST.NS,HINDPETRO.NS,DWARKESH.NS,OCCL.NS,GALLANTT.NS,CREST.NS,SHARDAMOTR.NS,UCALFUEL.NS,KUANTUM.NS,SRIPIPES.NS,HTMEDIA.NS,PRAKASH.NS,STARPAPER.NS,ANTELOPUS.NS
2019-01-01,2019-04-01,0.020833,0.147523,23,BCG.NS,THOMASCOOK.NS,UNICHEMLAB.NS,SUVEN.NS,BSE.NS,ASHIMASYN.NS,SILINV.NS,TATACHEM.NS,JSWINFRA.NS,KIRIINDUS.NS,SEQUENT.NS,VIYASH.NS,FIBERWEB.NS,GARFIBRES.NS,MAHAPEXLTD.NS,SHRIRAMPPS.NS,IBREALEST.NS,HINDPETRO.NS,DWARKESH.NS,OCCL.NS,GALLANTT.NS,CREST.NS,SHARDAMOTR.NS,UCALFUEL.NS,KUANTUM.NS,SRIPIPES.NS,HTMEDIA.NS,PRAKASH.NS,STARPAPER.NS,ANTELOPUS.NS
2019-04-01,2019-07-01,-0.067932,0.039428,23,BCG.NS,THOMASCOOK.NS,UNICHEMLAB.NS,SUVEN.NS,BSE.NS,ASHIMASYN.NS,SILINV.NS,TATACHEM.NS,JSWINFRA.NS,KIRIINDUS.NS,VIYASH.NS,SEQUENT.NS,FIBERWEB.NS,GARFIBRES.NS,MAHAPEXLTD.NS,SHRIRAMPPS.NS,IBREALEST.NS,HINDPETRO.NS,DWARKESH.NS,OCCL.NS,GALLANTT.NS,CREST.NS,SHARDAMOTR.NS,UCALFUEL.NS,KUANTUM.NS,SRIPIPES.NS,HTMEDIA.NS,PRAKASH.NS,STARPAPER.NS,ANTELOPUS.NS
2019-07-01,2019-10-01,-0.132158,-0.003604,27,BCG.NS,PILANIINVS.NS,A2ZINFRA.NS,GFLLIMITED.NS,JWL.NS,SAKUMA.NS,PRAKASH.NS,SUVEN.NS,GRAPHITE.NS,HEXATRADEX.NS,HEG.NS,EROSMEDIA.NS,PGIL.NS,JINDALSAW.NS,KITEX.NS,VHL.NS,CEBBCO.NS,SHARDAMOTR.NS,STARPAPER.NS,GALLANTT.NS,FOODSIN.NS,GARFIBRES.NS,NIITLTD.NS,OCCL.NS,VIRINCHI.NS,GOLDIAM.NS,OIL.NS,HINDPETRO.NS,ALEMBICLTD.NS,MAWANASUG.NS
2019-10-01,2020-01-01,0.086715,0.113315,27,BCG.NS,PILANIINVS.NS,A2ZINFRA.NS,GFLLIMITED.NS,JWL.NS,SAKUMA.NS,PRAKASH.NS,SUVEN.NS,GRAPHITE.NS,HEXATRADEX.NS,HEG.NS,EROSMEDIA.NS,PGIL.NS,JINDALSAW.NS,KITEX.NS,VHL.NS,CEBBCO.NS,SHARDAMOTR.NS,STARPAPER.NS,GALLANTT.NS,FOODSIN.NS,GARFIBRES.NS,NIITLTD.NS,OCCL.NS,VIRINCHI.NS,GOLDIAM.NS,OIL.NS,HINDPETRO.NS,ALEMBICLTD.NS,MAWANASUG.NS
2020-01-01,2020-04-01,-0.357739,-0.237859,27,BCG.NS,PILANIINVS.NS,A2ZINFRA.NS,GFLLIMITED.NS,JWL.NS,SAKUMA.NS,PRAKASH.NS,SUVEN.NS,GRAPHITE.NS,HEXATRADEX.NS,HEG.NS,EROSMEDIA.NS,PGIL.NS,JINDALSAW.NS,KITEX.NS,VHL.NS,CEBBCO.NS,SHARDAMOTR.NS,STARPAPER.NS,GALLANTT.NS,FOODSIN.NS,GARFIBRES.NS,NIITLTD.NS,OCCL.NS,VIRINCHI.NS,GOLDIAM.NS,OIL.NS,HINDPETRO.NS,ALEMBICLTD.NS,MAWANASUG.NS
2020-04-01,2020-07-01,0.557302,0.26705,27,BCG.NS,PILANIINVS.NS,A2ZINFRA.NS,GFLLIMITED.NS,JWL.NS,SAKUMA.NS,PRAKASH.NS,SUVEN.NS,GRAPHITE.NS,HEXATRADEX.NS,HEG.NS,EROSMEDIA.NS,PGIL.NS,JINDALSAW.NS,KITEX.NS,VHL.NS,CEBBCO.NS,SHARDAMOTR.NS,STARPAPER.NS,GALLANTT.NS,FOODSIN.NS,GARFIBRES.NS,NIITLTD.NS,OCCL.NS,VIRINCHI.NS,GOLDIAM.NS,OIL.NS,HINDPETRO.NS,ALEMBICLTD.NS,MAWANASUG.NS
2020-07-01,2020-10-01,0.134535,0.089758,29,NIITLTD.NS,COFFEEDAY.NS,BCG.NS,TATACHEM.NS,HLVLTD.NS,USHAMART.NS,OIL.NS,MAXIND.NS,JINDALPOLY.NS,POWERMECH.NS,KITEX.NS,OCCL.NS,ESTER.NS,DALMIASUG.NS,EVEREADY.NS,NRAIL.NS,POKARNA.NS,GHCL.NS,FIEMIND.NS,WSTCSTPAPR.NS,BANSWRAS.NS,ANDHRSUGAR.NS,ELECON.NS,JSLHISAR.NS,KIRIINDUS.NS,WELCORP.NS,ANDHRAPAP.NS,ALEMBICLTD.NS,IOLCP.NS,JKPAPER.NS
2020-10-01,2021-01-01,0.256898,0.098851,30,NIITLTD.NS,COFFEEDAY.NS,BCG.NS,TATACHEM.NS,HLVLTD.NS,USHAMART.NS,OIL.NS,MAXIND.NS,JINDALPOLY.NS,POWERMECH.NS,KITEX.NS,OCCL.NS,ESTER.NS,DALMIASUG.NS,EVEREADY.NS,NRAIL.NS,POKARNA.NS,GHCL.NS,FIEMIND.NS,WSTCSTPAPR.NS,BANSWRAS.NS,ANDHRSUGAR.NS,ELECON.NS,JSLHISAR.NS,KIRIINDUS.NS,WELCORP.NS,ANDHRAPAP.NS,ALEMBICLTD.NS,IOLCP.NS,JKPAPER.NS
2021-01-01,2021-04-01,0.11826,0.089843,30,NIITLTD.NS,COFFEEDAY.NS,BCG.NS,TATACHEM.NS,HLVLTD.NS,USHAMART.NS,OIL.NS,MAXIND.NS,JINDALPOLY.NS,POWERMECH.NS,KITEX.NS,OCCL.NS,ESTER.NS,DALMIASUG.NS,EVEREADY.NS,NRAIL.NS,POKARNA.NS,GHCL.NS,FIEMIND.NS,WSTCSTPAPR.NS,BANSWRAS.NS,ANDHRSUGAR.NS,ELECON.NS,JSLHISAR.NS,KIRIINDUS.NS,WELCORP.NS,ANDHRAPAP.NS,ALEMBICLTD.NS,IOLCP.NS,JKPAPER.NS
2021-04-01,2021-07-01,0.409821,0.077972,30,NIITLTD.NS,COFFEEDAY.NS,BCG.NS,TATACHEM.NS,HLVLTD.NS,USHAMART.NS,OIL.NS,MAXIND.NS,JINDALPOLY.NS,POWERMECH.NS,KITEX.NS,OCCL.NS,ESTER.NS,DALMIASUG.NS,EVEREADY.NS,NRAIL.NS,POKARNA.NS,GHCL.NS,FIEMIND.NS,WSTCSTPAPR.NS,BANSWRAS.NS,ANDHRSUGAR.NS,ELECON.NS,JSLHISAR.NS,KIRIINDUS.NS,WELCORP.NS,ANDHRAPAP.NS,ALEMBICLTD.NS,IOLCP.NS,JKPAPER.NS
2021-07-01,2021-10-01,0.141446,0.01208,26,MAJESCO.NS,AURUM.NS,BCG.NS,RANASUG.NS,SUULD.NS,DVL.NS,MAWANASUG.NS,OIL.NS,WEBELSOLAR.NS,OCCL.NS,HMAAGRO.NS,TRIGYN.NS,3IINFOLTD.NS,UFLEX.NS,ROSSELLIND.NS,CLNINDIA.NS,GINNIFILA.NS,TNPETRO.NS,SHREYAS.NS,PTL.NS,TATASTLBSL.NS,SKMEGGPROD.NS,GPIL.NS,ZEEMEDIA.NS,AGARIND.NS,SARDAEN.NS,KMSUGAR.NS,JINDALPOLY.NS,JSLHISAR.NS,GAEL.NS
2021-10-01,2022-01-01,0.183786,0.103963,26,MAJESCO.NS,AURUM.NS,BCG.NS,RANASUG.NS,SUULD.NS,DVL.NS,MAWANASUG.NS,OIL.NS,WEBELSOLAR.NS,OCCL.NS,HMAAGRO.NS,TRIGYN.NS,3IINFOLTD.NS,UFLEX.NS,ROSSELLIND.NS,CLNINDIA.NS,GINNIFILA.NS,TNPETRO.NS,SHREYAS.NS,PTL.NS,TATASTLBSL.NS,SKMEGGPROD.NS,GPIL.NS,ZEEMEDIA.NS,AGARIND.NS,SARDAEN.NS,KMSUGAR.NS,JINDALPOLY.NS,JSLHISAR.NS,GAEL.NS
2022-01-01,2022-04-01,0.107388,-0.04894,26,MAJESCO.NS,AURUM.NS,BCG.NS,RANASUG.NS,SUULD.NS,DVL.NS,MAWANASUG.NS,OIL.NS,WEBELSOLAR.NS,OCCL.NS,HMAAGRO.NS,TRIGYN.NS,3IINFOLTD.NS,UFLEX.NS,ROSSELLIND.NS,CLNINDIA.NS,GINNIFILA.NS,TNPETRO.NS,SHREYAS.NS,PTL.NS,TATASTLBSL.NS,SKMEGGPROD.NS,GPIL.NS,ZEEMEDIA.NS,AGARIND.NS,SARDAEN.NS,KMSUGAR.NS,JINDALPOLY.NS,JSLHISAR.NS,GAEL.NS
2022-04-01,2022-07-01,-0.214251,-0.15463,26,MAJESCO.NS,AURUM.NS,BCG.NS,RANASUG.NS,SUULD.NS,DVL.NS,MAWANASUG.NS,OIL.NS,WEBELSOLAR.NS,OCCL.NS,HMAAGRO.NS,TRIGYN.NS,3IINFOLTD.NS,UFLEX.NS,ROSSELLIND.NS,CLNINDIA.NS,GINNIFILA.NS,TNPETRO.NS,SHREYAS.NS,PTL.NS,TATASTLBSL.NS,SKMEGGPROD.NS,GPIL.NS,ZEEMEDIA.NS,AGARIND.NS,SARDAEN.NS,KMSUGAR.NS,JINDALPOLY.NS,JSLHISAR.NS,GAEL.NS
2022-07-01,2022-10-01,0.114389,-0.034415,26,MAJESCO.NS,ISMTLTD.NS,JPOLYINVST.NS,JINDALPHOT.NS,SUULD.NS,PANACEABIO.NS,HGS.NS,INDIANCARD.NS,UNIVPHOTO.NS,BCLIND.NS,BESTAGRO.NS,NDGL.NS,SASTASUNDR.NS,DVL.NS,MANAKSIA.NS,VHL.NS,EXIDEIND.NS,OIL.NS,SAIL.NS,SPORTKING.NS,GPIL.NS,DCMNVL.NS,PRECOT.NS,TRANSWORLD.NS,NAHARSPING.NS,TATASTLBSL.NS,MAXVIL.NS,ORICONENT.NS,SHREYAS.NS,NMDC.NS
2022-10-01,2023-01-01,0.049234,0.043514,27,MAJESCO.NS,ISMTLTD.NS,JPOLYINVST.NS,JINDALPHOT.NS,SUULD.NS,PANACEABIO.NS,HGS.NS,INDIANCARD.NS,UNIVPHOTO.NS,BCLIND.NS,BESTAGRO.NS,NDGL.NS,SASTASUNDR.NS,DVL.NS,MANAKSIA.NS,VHL.NS,EXIDEIND.NS,OIL.NS,SAIL.NS,SPORTKING.NS,GPIL.NS,DCMNVL.NS,PRECOT.NS,TRANSWORLD.NS,NAHARSPING.NS,TATASTLBSL.NS,MAXVIL.NS,ORICONENT.NS,SHREYAS.NS,NMDC.NS
2023-01-01,2023-04-01,-0.083807,0.083236,27,MAJESCO.NS,ISMTLTD.NS,JPOLYINVST.NS,JINDALPHOT.NS,SUULD.NS,PANACEABIO.NS,HGS.NS,INDIANCARD.NS,UNIVPHOTO.NS,BCLIND.NS,BESTAGRO.NS,NDGL.NS,SASTASUNDR.NS,DVL.NS,MANAKSIA.NS,VHL.NS,EXIDEIND.NS,OIL.NS,SAIL.NS,SPORTKING.NS,GPIL.NS,DCMNVL.NS,PRECOT.NS,TRANSWORLD.NS,NAHARSPING.NS,TATASTLBSL.NS,MAXVIL.NS,ORICONENT.NS,SHREYAS.NS,NMDC.NS
2023-04-01,2023-07-01,0.182488,0.083931,27,MAJESCO.NS,ISMTLTD.NS,JPOLYINVST.NS,JINDALPHOT.NS,SUULD.NS,PANACEABIO.NS,HGS.NS,INDIANCARD.NS,UNIVPHOTO.NS,BCLIND.NS,BESTAGRO.NS,NDGL.NS,SASTASUNDR.NS,DVL.NS,MANAKSIA.NS,VHL.NS,EXIDEIND.NS,OIL.NS,SAIL.NS,SPORTKING.NS,GPIL.NS,DCMNVL.NS,PRECOT.NS,TRANSWORLD.NS,NAHARSPING.NS,TATASTLBSL.NS,MAXVIL.NS,ORICONENT.NS,SHREYAS.NS,NMDC.NS
2023-07-01,2023-10-01,0.291188,-0.033752,25,JPINFRATEC.NS,MAJESCO.NS,GFLLIMITED.NS,BARTRONICS.NS,SOMATEX.NS,CHENNPETRO.NS,CONSOFINVT.NS,CREST.NS,AVONMORE.NS,DHUNINV.NS,PVP.NS,JISLDVREQS.NS,DVL.NS,MAGNUM.NS,HERCULES.NS,JPOLYINVST.NS,ASMS.NS,OIL.NS,BCG.NS,TTKHLTCARE.NS,SUNFLAG.NS,JISLJALEQS.NS,WELENT.NS,SHREYAS.NS,MMTC.NS,SHREYANIND.NS,IDFC.NS,NBVENTURES.NS,ANDHRAPAP.NS,TSFINV.NS
2023-10-01,2024-01-01,0.167674,0.110602,25,JPINFRATEC.NS,MAJESCO.NS,GFLLIMITED.NS,BARTRONICS.NS,SOMATEX.NS,CHENNPETRO.NS,CONSOFINVT.NS,CREST.NS,AVONMORE.NS,DHUNINV.NS,PVP.NS,JISLDVREQS.NS,DVL.NS,MAGNUM.NS,HERCULES.NS,JPOLYINVST.NS,ASMS.NS,OIL.NS,BCG.NS,TTKHLTCARE.NS,SUNFLAG.NS,JISLJALEQS.NS,WELENT.NS,SHREYAS.NS,MMTC.NS,SHREYANIND.NS,IDFC.NS,NBVENTURES.NS,ANDHRAPAP.NS,TSFINV.NS
2024-01-01,2024-04-01,0.115491,0.10819,25,JPINFRATEC.NS,MAJESCO.NS,GFLLIMITED.NS,BARTRONICS.NS,SOMATEX.NS,CHENNPETRO.NS,CONSOFINVT.NS,CREST.NS,AVONMORE.NS,DHUNINV.NS,PVP.NS,JISLDVREQS.NS,DVL.NS,MAGNUM.NS,HERCULES.NS,JPOLYINVST.NS,ASMS.NS,OIL.NS,BCG.NS,TTKHLTCARE.NS,SUNFLAG.NS,JISLJALEQS.NS,WELENT.NS,SHREYAS.NS,MMTC.NS,SHREYANIND.NS,IDFC.NS,NBVENTURES.NS,ANDHRAPAP.NS,TSFINV.NS
2024-04-01,2024-07-01,0.114411,0.047751,25,JPINFRATEC.NS,MAJESCO.NS,GFLLIMITED.NS,BARTRONICS.NS,SOMATEX.NS,CHENNPETRO.NS,CONSOFINVT.NS,CREST.NS,AVONMORE.NS,DHUNINV.NS,PVP.NS,JISLDVREQS.NS,DVL.NS,MAGNUM.NS,HERCULES.NS,JPOLYINVST.NS,ASMS.NS,OIL.NS,BCG.NS,TTKHLTCARE.NS,SUNFLAG.NS,JISLJALEQS.NS,WELENT.NS,SHREYAS.NS,MMTC.NS,SHREYANIND.NS,IDFC.NS,NBVENTURES.NS,ANDHRAPAP.NS,TSFINV.NS
2024-07-01,2024-10-01,0.033842,0.045891,22,JPINFRATEC.NS,MAJESCO.NS,BARTRONICS.NS,RTNPOWER.NS,BOMDYEING.NS,ZUARIIND.NS,INDSWFTLAB.NS,VIPULLTD.NS,JINDALPHOT.NS,JPOLYINVST.NS,PRAKASHSTL.NS,VLSFINANCE.NS,GLOBOFFS.NS,NBVENTURES.NS,SHREYANIND.NS,AIIL.NS,TATASTLBSL.NS,ASHIMASYN.NS,AEROENTER.NS,SATINDLTD.NS,BPCL.NS,TREL.NS,SANDESH.NS,SPYL.NS,JKPAPER.NS,CHENNPETRO.NS,AJMERA.NS,SOMATEX.NS,SATIA.NS,SSWL.NS
2024-10-01,2025-01-01,-0.070231,0.031631,22,JPINFRATEC.NS,MAJESCO.NS,BARTRONICS.NS,RTNPOWER.NS,BOMDYEING.NS,ZUARIIND.NS,INDSWFTLAB.NS,VIPULLTD.NS,JINDALPHOT.NS,JPOLYINVST.NS,PRAKASHSTL.NS,VLSFINANCE.NS,GLOBOFFS.NS,NBVENTURES.NS,SHREYANIND.NS,AIIL.NS,TATASTLBSL.NS,ASHIMASYN.NS,AEROENTER.NS,SATINDLTD.NS,BPCL.NS,TREL.NS,SANDESH.NS,SPYL.NS,JKPAPER.NS,CHENNPETRO.NS,AJMERA.NS,SOMATEX.NS,SATIA.NS,SSWL.NS
